,bbox,text,conf,time_s,current_frame
227,"[[97, 49], [149, 49], [149, 61], [97, 61]]",cosmos,0.4361560297156639,13.766666666666667,413
228,"[[215, 47], [295, 47], [295, 61], [215, 61]]",MNfANTIM,0.3378766078076033,13.766666666666667,413
229,"[[44, 46], [87, 46], [87, 64], [44, 64]]",darzyy,0.6633393346088444,13.8,414
230,"[[97, 49], [147, 49], [147, 61], [97, 61]]",cosmos,0.7610507291793619,13.8,414
231,"[[215, 45], [295, 45], [295, 61], [215, 61]]",Win FANTIM,0.24645635849633385,13.8,414
232,"[[97, 49], [147, 49], [147, 61], [97, 61]]",cosmos,0.5124145950157261,13.833333333333334,415
233,"[[215, 45], [295, 45], [295, 61], [215, 61]]",Www FANTIM,0.2573965010531071,13.833333333333334,415
234,"[[44.98595974687321, 44.27613156968446], [87.94304067756626, 49.526087639617984], [86.0140402531268, 64.72386843031553], [43.05695932243374, 60.473912360382016]]",dorzy-,0.24713116205304417,13.833333333333334,415
235,"[[108, 45], [155, 45], [155, 63], [108, 63]]",packou,0.684676123636366,14.0,420
236,"[[245, 45], [293, 45], [293, 61], [245, 61]]",Nitero,0.5318353595382566,14.0,420
237,"[[108, 45], [155, 45], [155, 63], [108, 63]]",packoo,0.9843781503911359,14.033333333333333,421
238,"[[245, 47], [293, 47], [293, 61], [245, 61]]",Nitaro,0.7716474726685381,14.033333333333333,421
239,"[[109, 47], [155, 47], [155, 63], [109, 63]]",packou,0.36461801291269585,14.066666666666666,422
240,"[[245, 47], [293, 47], [293, 61], [245, 61]]",Nitaro,0.6915000392187431,14.066666666666666,422
241,"[[108, 45], [155, 45], [155, 63], [108, 63]]",packoo,0.8970559267382601,14.1,423
242,"[[245, 47], [293, 47], [293, 61], [245, 61]]",Nitaro,0.6855624408947674,14.1,423
243,"[[77, 47], [125, 47], [125, 63], [77, 63]]",packoo,0.9312312165401176,14.166666666666666,425
244,"[[135, 47], [185, 47], [185, 63], [135, 63]]",Jumper,0.9947448483460655,14.166666666666666,425
245,"[[250, 45], [295, 45], [295, 64], [250, 64]]",darzyy,0.6444327932789693,14.166666666666666,425
246,"[[77, 47], [125, 47], [125, 63], [77, 63]]",packoo,0.9259235817011557,14.2,426
247,"[[135, 47], [185, 47], [185, 63], [135, 63]]",Jumper,0.9889676881821315,14.2,426
248,"[[250.98595974687322, 44.27613156968446], [293.9430406775663, 49.526087639617984], [292.0140402531268, 64.72386843031553], [249.05695932243373, 60.473912360382016]]",darzty,0.2505724417661601,14.2,426
249,"[[57, 47], [97, 47], [97, 61], [57, 61]]",zlewia,0.2736732096081272,14.233333333333333,427
250,"[[105, 49], [157, 49], [157, 61], [105, 61]]",Losinob,0.1586822700610025,14.233333333333333,427
251,"[[247, 47], [293, 47], [293, 61], [247, 61]]",packau,0.789563358428044,14.233333333333333,427
252,"[[77, 79], [123, 79], [123, 93], [77, 93]]",packon,0.4890286735403769,14.233333333333333,427
